APP SPN 22.0
APP ST14 13.0
APP ST6GALNAC2 17.0
APP STARD13 17.0
APP STX5 13.0
APP SULT2A1 15.0
APP TDRD1 12.0
APP TGM1 15.0
APP THBS1 16.0
APP TLR1 19.0
APP TLR10 19.0
APP TLR6 17.0
APP TLR7 21.0
APP TRIM69 14.0
APP WDR74 14.0
APP YAP1 15.0
APP ZBTB32 15.0
APP ZNF365 17.0
APP CA12 8.0
APP CA2 10.0
APP CAP1 10.0
APP CD79B 11.0
APP CLDN1 8.0
APP COL9A2 10.0
APP EGR2 10.0
APP HOXC6 11.0
APP ICOS 10.0
APP IL1B 9.0
APP KRT4 11.0
APP LAD1 10.0
APP LAPTM5 11.0
APP LITAF 11.0
APP PKP1 10.0
APP PLA1A 10.0
APP PSTPIP1 10.0
APP RAB38 11.0
APP SELPLG 10.0
APP SEMA7A 11.0
APP SKAP1 10.0
APP ACTB 11.0
APP CD74 10.0
APP DDX17 11.0
APP LILRB1 11.0
APP LIPG 11.0
APP MAP3K5 10.0
APP RAPGEFL1 9.0
APP SORL1 9.0
APP ZFP36 9.0
ARPC1A ALOX5AP 13.0
ARPC1A APBB1IP 11.0
ARPC1A APLP2 13.0
ARPC1A ASCL1 16.0
ARPC1A BCAS1 19.0
ARPC1A BZRAP1 17.0
ARPC1A CALML3 17.0
ARPC1A CAP1 11.0
ARPC1A CAPG 17.0
ARPC1A CASP14 19.0
ARPC1A CD44 14.0
ARPC1A CD59 14.0
ARPC1A CD7 14.0
ARPC1A CD79A 22.0
ARPC1A CD79B 12.0
ARPC1A CEACAM5 20.0
ARPC1A CEACAM6 15.0
ARPC1A CHD6 15.0
ARPC1A CIITA 21.0
ARPC1A CORO1A 22.0
ARPC1A CSF2 16.0
ARPC1A CYP1B1 20.0
ARPC1A DARS 18.0
ARPC1A DDX17 12.0
ARPC1A DLK2 14.0
ARPC1A DSC1 12.0
ARPC1A DSG3 12.0
ARPC1A DUSP22 12.0
ARPC1A DYNC1H1 11.0
ARPC1A EBI3 21.0
ARPC1A EHF 16.0
ARPC1A ERBB3 14.0
ARPC1A ETFB 21.0
ARPC1A EVL 19.0
ARPC1A FBXW7 12.0
ARPC1A FCER2 28.0
ARPC1A FERMT1 13.0
ARPC1A FGD2 12.0
ARPC1A FRMD6 14.0
ARPC1A FXYD3 22.0
ARPC1A G6PC 12.0
ARPC1A GJB3 17.0
ARPC1A GNA15 21.0
ARPC1A GRAP2 12.0
ARPC1A GRHL3 21.0
ARPC1A HCST 20.0
ARPC1A HIST1H2BD 15.0
ARPC1A HLA-DMA 18.0
ARPC1A HLA-DPB1 16.0
ARPC1A HLA-DQA1 16.0
ARPC1A HLA-DQB1 16.0
